index,mid,label_en,label_zh,zh_note,api_field,db_segment_column,db_event_type,db_event_code,db_event_name,db_event_name_en,db_native_label
107,/m/07qwf61,Honk,鹅鸣声,AudioSet 原始声音标签：Honk。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qwf61,鹅鸣声,Honk,audioset_index_107
108,/m/01280g,Wild animals,野生动物声,AudioSet 原始声音标签：Wild animals。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01280g,野生动物声,Wild animals,audioset_index_108
109,/m/0cdnk,"Roaring cats (lions, tigers)",大型猫科动物吼声,"AudioSet 原始声音标签：Roaring cats (lions, tigers)。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0cdnk,大型猫科动物吼声,"Roaring cats (lions, tigers)",audioset_index_109
110,/m/04cvmfc,Roar,吼叫声,AudioSet 原始声音标签：Roar。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/04cvmfc,吼叫声,Roar,audioset_index_110
111,/m/015p6,Bird,鸟声,AudioSet 原始声音标签：Bird。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/015p6,鸟声,Bird,audioset_index_111
112,/m/020bb7,"Bird vocalization, bird call, bird song",鸟鸣/鸟叫声,"AudioSet 原始声音标签：Bird vocalization, bird call, bird song。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/020bb7,鸟鸣/鸟叫声,"Bird vocalization, bird call, bird song",audioset_index_112
113,/m/07pggtn,"Chirp, tweet",啁啾声,"AudioSet 原始声音标签：Chirp, tweet。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07pggtn,啁啾声,"Chirp, tweet",audioset_index_113
114,/m/07sx8x_,Squawk,尖厉鸟叫声,AudioSet 原始声音标签：Squawk。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07sx8x_,尖厉鸟叫声,Squawk,audioset_index_114
115,/m/0h0rv,"Pigeon, dove",鸽子/斑鸠声,"AudioSet 原始声音标签：Pigeon, dove。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0h0rv,鸽子/斑鸠声,"Pigeon, dove",audioset_index_115
116,/m/07r_25d,Coo,咕咕声,AudioSet 原始声音标签：Coo。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07r_25d,咕咕声,Coo,audioset_index_116
117,/m/04s8yn,Crow,乌鸦声,AudioSet 原始声音标签：Crow。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/04s8yn,乌鸦声,Crow,audioset_index_117
118,/m/07r5c2p,Caw,鸦叫声,AudioSet 原始声音标签：Caw。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07r5c2p,鸦叫声,Caw,audioset_index_118
119,/m/09d5_,Owl,猫头鹰声,AudioSet 原始声音标签：Owl。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/09d5_,猫头鹰声,Owl,audioset_index_119
120,/m/07r_80w,Hoot,猫头鹰叫声,AudioSet 原始声音标签：Hoot。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07r_80w,猫头鹰叫声,Hoot,audioset_index_120
121,/m/05_wcq,"Bird flight, flapping wings",鸟飞/拍翅声,"AudioSet 原始声音标签：Bird flight, flapping wings。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/05_wcq,鸟飞/拍翅声,"Bird flight, flapping wings",audioset_index_121
122,/m/01z5f,"Canidae, dogs, wolves",犬科动物声,"AudioSet 原始声音标签：Canidae, dogs, wolves。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01z5f,犬科动物声,"Canidae, dogs, wolves",audioset_index_122
123,/m/06hps,"Rodents, rats, mice",啮齿动物声,"AudioSet 原始声音标签：Rodents, rats, mice。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/06hps,啮齿动物声,"Rodents, rats, mice",audioset_index_123
124,/m/04rmv,Mouse,鼠声,AudioSet 原始声音标签：Mouse。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/04rmv,鼠声,Mouse,audioset_index_124
125,/m/07r4gkf,Patter,轻快踩踏声,AudioSet 原始声音标签：Patter。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07r4gkf,轻快踩踏声,Patter,audioset_index_125
126,/m/03vt0,Insect,昆虫声,AudioSet 原始声音标签：Insect。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03vt0,昆虫声,Insect,audioset_index_126
127,/m/09xqv,Cricket,蟋蟀声,AudioSet 原始声音标签：Cricket。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/09xqv,蟋蟀声,Cricket,audioset_index_127
128,/m/09f96,Mosquito,蚊子声,AudioSet 原始声音标签：Mosquito。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/09f96,蚊子声,Mosquito,audioset_index_128
129,/m/0h2mp,"Fly, housefly",苍蝇声,"AudioSet 原始声音标签：Fly, housefly。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0h2mp,苍蝇声,"Fly, housefly",audioset_index_129
130,/m/07pjwq1,Buzz,嗡嗡声,AudioSet 原始声音标签：Buzz。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07pjwq1,嗡嗡声,Buzz,audioset_index_130
131,/m/01h3n,"Bee, wasp, etc.",蜜蜂/黄蜂声,"AudioSet 原始声音标签：Bee, wasp, etc.。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01h3n,蜜蜂/黄蜂声,"Bee, wasp, etc.",audioset_index_131
132,/m/09ld4,Frog,青蛙声,AudioSet 原始声音标签：Frog。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/09ld4,青蛙声,Frog,audioset_index_132
133,/m/07st88b,Croak,蛙鸣声,AudioSet 原始声音标签：Croak。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07st88b,蛙鸣声,Croak,audioset_index_133
134,/m/078jl,Snake,蛇声,AudioSet 原始声音标签：Snake。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/078jl,蛇声,Snake,audioset_index_134
135,/m/07qn4z3,Rattle,摇响声,AudioSet 原始声音标签：Rattle。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qn4z3,摇响声,Rattle,audioset_index_135
136,/m/032n05,Whale vocalization,鲸类叫声,AudioSet 原始声音标签：Whale vocalization。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/032n05,鲸类叫声,Whale vocalization,audioset_index_136
137,/m/04rlf,Music,音乐,AudioSet 原始声音标签：Music。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/04rlf,音乐,Music,audioset_index_137
138,/m/04szw,Musical instrument,乐器声,AudioSet 原始声音标签：Musical instrument。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/04szw,乐器声,Musical instrument,audioset_index_138
139,/m/0fx80y,Plucked string instrument,拨弦乐器声,AudioSet 原始声音标签：Plucked string instrument。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0fx80y,拨弦乐器声,Plucked string instrument,audioset_index_139
140,/m/0342h,Guitar,吉他声,AudioSet 原始声音标签：Guitar。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0342h,吉他声,Guitar,audioset_index_140
141,/m/02sgy,Electric guitar,电吉他声,AudioSet 原始声音标签：Electric guitar。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02sgy,电吉他声,Electric guitar,audioset_index_141
142,/m/018vs,Bass guitar,贝斯吉他声,AudioSet 原始声音标签：Bass guitar。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/018vs,贝斯吉他声,Bass guitar,audioset_index_142
143,/m/042v_gx,Acoustic guitar,原声吉他声,AudioSet 原始声音标签：Acoustic guitar。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/042v_gx,原声吉他声,Acoustic guitar,audioset_index_143
144,/m/06w87,"Steel guitar, slide guitar",钢棒吉他/滑棒吉他声,"AudioSet 原始声音标签：Steel guitar, slide guitar。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/06w87,钢棒吉他/滑棒吉他声,"Steel guitar, slide guitar",audioset_index_144
145,/m/01glhc,Tapping (guitar technique),吉他点弦声,AudioSet 原始声音标签：Tapping (guitar technique)。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01glhc,吉他点弦声,Tapping (guitar technique),audioset_index_145
146,/m/07s0s5r,Strum,扫弦声,AudioSet 原始声音标签：Strum。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07s0s5r,扫弦声,Strum,audioset_index_146
147,/m/018j2,Banjo,班卓琴声,AudioSet 原始声音标签：Banjo。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/018j2,班卓琴声,Banjo,audioset_index_147
148,/m/0jtg0,Sitar,西塔琴声,AudioSet 原始声音标签：Sitar。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0jtg0,西塔琴声,Sitar,audioset_index_148
149,/m/04rzd,Mandolin,曼陀林声,AudioSet 原始声音标签：Mandolin。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/04rzd,曼陀林声,Mandolin,audioset_index_149
150,/m/01bns_,Zither,齐特琴声,AudioSet 原始声音标签：Zither。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01bns_,齐特琴声,Zither,audioset_index_150
151,/m/07xzm,Ukulele,尤克里里声,AudioSet 原始声音标签：Ukulele。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07xzm,尤克里里声,Ukulele,audioset_index_151
152,/m/05148p4,Keyboard (musical),键盘乐器声,AudioSet 原始声音标签：Keyboard (musical)。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/05148p4,键盘乐器声,Keyboard (musical),audioset_index_152
153,/m/05r5c,Piano,钢琴声,AudioSet 原始声音标签：Piano。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/05r5c,钢琴声,Piano,audioset_index_153
154,/m/01s0ps,Electric piano,电钢琴声,AudioSet 原始声音标签：Electric piano。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01s0ps,电钢琴声,Electric piano,audioset_index_154
155,/m/013y1f,Organ,管风琴声,AudioSet 原始声音标签：Organ。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/013y1f,管风琴声,Organ,audioset_index_155
156,/m/03xq_f,Electronic organ,电子风琴声,AudioSet 原始声音标签：Electronic organ。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03xq_f,电子风琴声,Electronic organ,audioset_index_156
157,/m/03gvt,Hammond organ,哈蒙德风琴声,AudioSet 原始声音标签：Hammond organ。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03gvt,哈蒙德风琴声,Hammond organ,audioset_index_157
158,/m/0l14qv,Synthesizer,合成器声,AudioSet 原始声音标签：Synthesizer。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0l14qv,合成器声,Synthesizer,audioset_index_158
159,/m/01v1d8,Sampler,采样器声,AudioSet 原始声音标签：Sampler。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01v1d8,采样器声,Sampler,audioset_index_159
160,/m/03q5t,Harpsichord,羽管键琴声,AudioSet 原始声音标签：Harpsichord。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03q5t,羽管键琴声,Harpsichord,audioset_index_160
161,/m/0l14md,Percussion,打击乐器声,AudioSet 原始声音标签：Percussion。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0l14md,打击乐器声,Percussion,audioset_index_161
162,/m/02hnl,Drum kit,架子鼓声,AudioSet 原始声音标签：Drum kit。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02hnl,架子鼓声,Drum kit,audioset_index_162
163,/m/0cfdd,Drum machine,鼓机声,AudioSet 原始声音标签：Drum machine。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0cfdd,鼓机声,Drum machine,audioset_index_163
164,/m/026t6,Drum,鼓声,AudioSet 原始声音标签：Drum。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/026t6,鼓声,Drum,audioset_index_164
165,/m/06rvn,Snare drum,小军鼓声,AudioSet 原始声音标签：Snare drum。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/06rvn,小军鼓声,Snare drum,audioset_index_165
166,/m/03t3fj,Rimshot,边击声,AudioSet 原始声音标签：Rimshot。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03t3fj,边击声,Rimshot,audioset_index_166
167,/m/02k_mr,Drum roll,鼓滚奏声,AudioSet 原始声音标签：Drum roll。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02k_mr,鼓滚奏声,Drum roll,audioset_index_167
168,/m/0bm02,Bass drum,低音鼓声,AudioSet 原始声音标签：Bass drum。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0bm02,低音鼓声,Bass drum,audioset_index_168
169,/m/011k_j,Timpani,定音鼓声,AudioSet 原始声音标签：Timpani。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/011k_j,定音鼓声,Timpani,audioset_index_169
170,/m/01p970,Tabla,塔布拉鼓声,AudioSet 原始声音标签：Tabla。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01p970,塔布拉鼓声,Tabla,audioset_index_170
171,/m/01qbl,Cymbal,钹声,AudioSet 原始声音标签：Cymbal。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01qbl,钹声,Cymbal,audioset_index_171
172,/m/03qtq,Hi-hat,踩镲声,AudioSet 原始声音标签：Hi-hat。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03qtq,踩镲声,Hi-hat,audioset_index_172
173,/m/01sm1g,Wood block,木鱼/木块声,AudioSet 原始声音标签：Wood block。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01sm1g,木鱼/木块声,Wood block,audioset_index_173
174,/m/07brj,Tambourine,铃鼓声,AudioSet 原始声音标签：Tambourine。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07brj,铃鼓声,Tambourine,audioset_index_174
175,/m/05r5wn,Rattle (instrument),摇铃声,AudioSet 原始声音标签：Rattle (instrument)。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/05r5wn,摇铃声,Rattle (instrument),audioset_index_175
176,/m/0xzly,Maraca,沙槌声,AudioSet 原始声音标签：Maraca。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0xzly,沙槌声,Maraca,audioset_index_176
177,/m/0mbct,Gong,锣声,AudioSet 原始声音标签：Gong。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0mbct,锣声,Gong,audioset_index_177
178,/m/016622,Tubular bells,管钟声,AudioSet 原始声音标签：Tubular bells。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/016622,管钟声,Tubular bells,audioset_index_178
179,/m/0j45pbj,Mallet percussion,槌击打击乐器声,AudioSet 原始声音标签：Mallet percussion。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0j45pbj,槌击打击乐器声,Mallet percussion,audioset_index_179
180,/m/0dwsp,"Marimba, xylophone",马林巴/木琴声,"AudioSet 原始声音标签：Marimba, xylophone。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0dwsp,马林巴/木琴声,"Marimba, xylophone",audioset_index_180
181,/m/0dwtp,Glockenspiel,钟琴声,AudioSet 原始声音标签：Glockenspiel。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0dwtp,钟琴声,Glockenspiel,audioset_index_181
182,/m/0dwt5,Vibraphone,颤音琴声,AudioSet 原始声音标签：Vibraphone。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0dwt5,颤音琴声,Vibraphone,audioset_index_182
183,/m/0l156b,Steelpan,钢鼓声,AudioSet 原始声音标签：Steelpan。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0l156b,钢鼓声,Steelpan,audioset_index_183
184,/m/05pd6,Orchestra,管弦乐队声,AudioSet 原始声音标签：Orchestra。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/05pd6,管弦乐队声,Orchestra,audioset_index_184
185,/m/01kcd,Brass instrument,铜管乐器声,AudioSet 原始声音标签：Brass instrument。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01kcd,铜管乐器声,Brass instrument,audioset_index_185
186,/m/0319l,French horn,圆号声,AudioSet 原始声音标签：French horn。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0319l,圆号声,French horn,audioset_index_186
187,/m/07gql,Trumpet,小号声,AudioSet 原始声音标签：Trumpet。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07gql,小号声,Trumpet,audioset_index_187
188,/m/07c6l,Trombone,长号声,AudioSet 原始声音标签：Trombone。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07c6l,长号声,Trombone,audioset_index_188
189,/m/0l14_3,Bowed string instrument,弓弦乐器声,AudioSet 原始声音标签：Bowed string instrument。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0l14_3,弓弦乐器声,Bowed string instrument,audioset_index_189
190,/m/02qmj0d,String section,弦乐组声,AudioSet 原始声音标签：String section。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02qmj0d,弦乐组声,String section,audioset_index_190
191,/m/07y_7,"Violin, fiddle",小提琴声,"AudioSet 原始声音标签：Violin, fiddle。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07y_7,小提琴声,"Violin, fiddle",audioset_index_191
192,/m/0d8_n,Pizzicato,拨奏声,AudioSet 原始声音标签：Pizzicato。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0d8_n,拨奏声,Pizzicato,audioset_index_192
193,/m/01xqw,Cello,大提琴声,AudioSet 原始声音标签：Cello。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01xqw,大提琴声,Cello,audioset_index_193
194,/m/02fsn,Double bass,低音提琴声,AudioSet 原始声音标签：Double bass。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02fsn,低音提琴声,Double bass,audioset_index_194
195,/m/085jw,"Wind instrument, woodwind instrument",管乐器/木管乐器声,"AudioSet 原始声音标签：Wind instrument, woodwind instrument。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/085jw,管乐器/木管乐器声,"Wind instrument, woodwind instrument",audioset_index_195
196,/m/0l14j_,Flute,长笛声,AudioSet 原始声音标签：Flute。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0l14j_,长笛声,Flute,audioset_index_196
197,/m/06ncr,Saxophone,萨克斯声,AudioSet 原始声音标签：Saxophone。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/06ncr,萨克斯声,Saxophone,audioset_index_197
198,/m/01wy6,Clarinet,单簧管声,AudioSet 原始声音标签：Clarinet。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01wy6,单簧管声,Clarinet,audioset_index_198
199,/m/03m5k,Harp,竖琴声,AudioSet 原始声音标签：Harp。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03m5k,竖琴声,Harp,audioset_index_199
200,/m/0395lw,Bell,铃声,AudioSet 原始声音标签：Bell。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0395lw,铃声,Bell,audioset_index_200
201,/m/03w41f,Church bell,教堂钟声,AudioSet 原始声音标签：Church bell。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03w41f,教堂钟声,Church bell,audioset_index_201
202,/m/027m70_,Jingle bell,铃铛声,AudioSet 原始声音标签：Jingle bell。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/027m70_,铃铛声,Jingle bell,audioset_index_202
203,/m/0gy1t2s,Bicycle bell,自行车铃声,AudioSet 原始声音标签：Bicycle bell。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0gy1t2s,自行车铃声,Bicycle bell,audioset_index_203
204,/m/07n_g,Tuning fork,音叉声,AudioSet 原始声音标签：Tuning fork。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07n_g,音叉声,Tuning fork,audioset_index_204
205,/m/0f8s22,Chime,钟鸣声,AudioSet 原始声音标签：Chime。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0f8s22,钟鸣声,Chime,audioset_index_205
206,/m/026fgl,Wind chime,风铃声,AudioSet 原始声音标签：Wind chime。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/026fgl,风铃声,Wind chime,audioset_index_206
